Prime Bit Length, Time (seconds), Worst Case Time (seconds)
(16, 0.0036826133728027344, 0.015755565347956652)
(18, 0.004004716873168945, 0.02924431723215778)
(20, 0.008032560348510742, 0.09872184064324058)
(22, 0.2221832275390625, 0.37942892507135384)
(24, 1.0723052024841309, 1.409555137928068)
(26, 1.2981393337249756, 5.3441493121352055)
(28, 9.59287428855896, 20.726891470775584)
(30, 61.214173555374146, 81.19092055407116)
(32, 214.29333591461182, 580.1294621085618)
Prime Bit Length, Time (seconds), Worst Case Time (seconds)
(4, 0.0, 0.0)
(6, 0.0, 0.0)
(8, 0.002555370330810547, 0.009345354352678572)
(10, 0.0009989738464355469, 0.014613560267857142)
(12, 0.0, 0.0)
(14, 0.0010027885437011719, 0.01639689371257485)
(16, 0.005006074905395508, 0.00883783538063682)
(18, 0.0011131763458251953, 0.023274246291274524)
(20, 0.017091751098632812, 0.08420330573852905)
(22, 0.06892275810241699, 0.3347642616109002)
(24, 1.106677770614624, 1.3633597487895548)
(26, 2.504412889480591, 5.222173909125738)
(28, 9.896275758743286, 20.480572773306317)
(30, 6.0963568687438965, 81.07689255430546)
(32, 244.79598903656006, 593.279262383421)
Prime Bit Length, Time (seconds), Worst Case Time (seconds), Percentage
(4, 0.0, 0.0, 37.5)
(8, 0.0, 0.0, 55.46875)
(16, 0.0035085678100585938, 0.006571520434409831, 53.3905029296875)
(32, 131.4138081073761, 500.84889143235023, 26.238214829936624)
Estimated time for 256-bit key: 1.1178894074576734e+71 seconds
Prime Bit Length, Time (seconds), Worst Case Time (seconds), Percentage
(4, 0.0, 0.0, 37.5)
(6, 0.0, 0.0, 34.375)
(8, 0.0, 0.0, 35.15625)
(10, 0.0, 0.0, 33.3984375)
(12, 0.0, 0.0, 62.060546875)
(14, 0.0, 0.0, 37.78076171875)
(16, 0.0009999275207519531, 0.00360259758108851, 27.7557373046875)
(18, 0.0020017623901367188, 0.03498799839978664, 5.721282958984375)
(20, 0.005450725555419922, 0.06741725447639718, 8.085060119628906)
(22, 0.12399458885192871, 0.22480438204957298, 55.156660079956055)
(24, 0.2736492156982422, 0.8648239731247591, 31.642186641693115)
(26, 0.3301396369934082, 4.249733280289902, 7.768478989601135)
(28, 0.14332890510559082, 14.49032272643389, 0.989135354757309)
(30, 38.062366008758545, 53.3033701555556, 71.40705343335867)
(32, 291.5698809623718, 471.36783275643336, 61.85612608678639)
Estimated time for 256-bit key: 2.123371063742968e+47 seconds
Prime Bit Length, Time (seconds), Worst Case Time (seconds), Percentage
(4, 0.0010023117065429688, 0.0026728312174479165, 37.5)
(6, 0.0, 0.0, 15.625)
(8, 0.0009999275207519531, 0.0024149192954009435, 41.40625)
(10, 0.0, 0.0, 34.9609375)
(12, 0.0010037422180175781, 0.05873325892857143, 1.708984375)
(14, 0.0, 0.0, 33.09326171875)
(16, 0.0009999275207519531, 0.005015402571559774, 19.9371337890625)
(18, 0.0070874691009521484, 0.010135052204366184, 69.93026733398438)
(20, 0.008378028869628906, 0.040803909000548075, 20.53241729736328)
(22, 0.052683115005493164, 0.1235185477100026, 42.651987075805664)
(24, 0.3208024501800537, 0.42361755310516225, 75.7292628288269)
(26, 0.19687485694885254, 1.4225786049348181, 13.839295506477356)
(28, 1.0598082542419434, 5.592145704813529, 18.95172819495201)
(30, 0.40012431144714355, 21.149886524265476, 1.8918508663773537)
(32, 85.71366715431213, 253.976971056569, 33.748598070815206)
Estimated time for 256-bit key: 3.712372996144619e+53 seconds
